name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
Saraa Dazzling Traditional Pearl Kamarband for Women/Girls,stores,Women's Fashion,https://m.media-amazon.com/images/I/71-OrYjAvCL._AC_UL320_.jpg,https://www.amazon.in/Saraa-Dazzling-Golden-White-Kamarband/dp/B071GYM457/ref=sr_1_4510?qid=1679212191&s=apparel&sr=1-4510,3.8,677,₹198,₹996
KAYU™ Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 3],stores,Women's Fashion,https://m.media-amazon.com/images/I/51cFcQn3hHL._AC_UL320_.jpg,https://www.amazon.in/KAYUTM-Womens-Fleece-Printed-Winters/dp/B0BC3ZHKT3/ref=sr_1_4511?qid=1679212191&s=apparel&sr=1-4511,,,"₹2,049","₹2,099"
ENDEAVOUR Attractive Analogue Quartz Movement Multicolour Dial Watch for Girls and Women Combo of 3,stores,Women's Fashion,https://m.media-amazon.com/images/I/51l28C6qvYL._AC_UL320_.jpg,https://www.amazon.in/Endeavour-Attractive-Analogue-Movement-Multicolour/dp/B07SCR7XN9/ref=sr_1_4512?qid=1679212191&s=apparel&sr=1-4512,3.8,34,₹389,"₹1,599"
KAYU™ Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 3],stores,Women's Fashion,https://m.media-amazon.com/images/I/51cFcQn3hHL._AC_UL320_.jpg,https://www.amazon.in/KAYUTM-Womens-Fleece-Printed-Winters/dp/B0BC3ZHKT3/ref=sr_1_4513?qid=1679212193&s=apparel&sr=1-4513,,,"₹2,049","₹2,099"
Daniel Klein Analog Silver Dial Women's Watch-DK11328-6,stores,Women's Fashion,https://m.media-amazon.com/images/I/61EpODfJuBL._AC_UL320_.jpg,https://www.amazon.in/Daniel-Klein-Analog-Silver-Watch-DK11328-6/dp/B07B6F4J3R/ref=sr_1_4514?qid=1679212193&s=apparel&sr=1-4514,3.9,123,"₹3,154","₹5,950"
LAPIS O LUPO Women Fashion Mobile Cross-body Leatherette Adjustable Sling Bags…,stores,Women's Fashion,https://m.media-amazon.com/images/I/81AeNNWP2ML._AC_UL320_.jpg,https://www.amazon.in/Lapis-Lupo-Turquoise-Womens-Mobile/dp/B075L5J33J/ref=sr_1_4515?qid=1679212193&s=apparel&sr=1-4515,4.1,768,₹486,"₹1,099"
Kundan 0.25g Gold Coin 24k (999.9),stores,Women's Fashion,https://m.media-amazon.com/images/I/416CphZzJ6L._AC_UL320_.jpg,https://www.amazon.in/Kundan-0-25g-Gold-Coin-999-9/dp/B09G6RG1YX/ref=sr_1_4516?qid=1679212193&s=apparel&sr=1-4516,4.3,41,"₹1,929","₹2,228"
Veirdo® Women's Oversized Printed t-Shirt,stores,Women's Fashion,https://m.media-amazon.com/images/I/71VkqAOfVnL._AC_UL320_.jpg,https://www.amazon.in/Veirdo-Womens-Oversized-Printed-t-Shirt/dp/B09P655JYB/ref=sr_1_4517?qid=1679212193&s=apparel&sr=1-4517,4.1,41,₹407,"₹1,194"
BlissClub Women On-The-Go Straight Pants | Pintuck Design | No-Dig Waistband | AeroFlo Fabric | 2 Zippered Pockets | Low I...,stores,Women's Fashion,https://m.media-amazon.com/images/I/31oa4AzaP2L._AC_UL320_.jpg,https://www.amazon.in/BlissClub-Straight-Waistband-Zippered-Activewear/dp/B0BCWVW7CM/ref=sr_1_4518?qid=1679212193&s=apparel&sr=1-4518,4.2,32,"₹1,999","₹2,499"
Joker & Witch Sunshine Rosegold Analog Watch Bracelet Set for Women,stores,Women's Fashion,https://m.media-amazon.com/images/I/71p57GrDAqL._AC_UL320_.jpg,https://www.amazon.in/Joker-Witch-Sunshine-Rosegold-Bracelet/dp/B08G8GSQHP/ref=sr_1_4519?qid=1679212193&s=apparel&sr=1-4519,3.9,5,"₹1,399","₹5,599"
SwooK Girls Women's wallet sling bag for with Mobile Cell Phone holder Pocket Wallet Hand Purse Clutch Crossbody Sling Cel...,stores,Women's Fashion,https://m.media-amazon.com/images/I/41r3nkE4OaL._AC_UL320_.jpg,https://www.amazon.in/SwooK-Womens-Leather-Crossbody-Cellphone/dp/B08NYXJQFY/ref=sr_1_4520?qid=1679212193&s=apparel&sr=1-4520,4.3,104,₹849,"₹1,099"
HARI MADHAV DESIGN Women's Nylon Net Embroidered Dupatta,stores,Women's Fashion,https://m.media-amazon.com/images/I/61I9OYaCwcL._AC_UL320_.jpg,https://www.amazon.in/HARI-MADHAV-DESIGN-Dye-ble-Embroidered/dp/B08BYDL6LS/ref=sr_1_4521?qid=1679212193&s=apparel&sr=1-4521,4.3,"1,864",₹330,₹699
Handicraft Kottage Gold Metal Ganesha's Pendant for Kids women and men's,stores,Women's Fashion,https://m.media-amazon.com/images/I/61iQd166zuL._AC_UL320_.jpg,https://www.amazon.in/Handicraft-Kottage-Plated-Pendant-HK-102-NR/dp/B010NQO3Q2/ref=sr_1_4522?qid=1679212193&s=apparel&sr=1-4522,3.7,"1,863",₹198,₹799
IndiWeaves� Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 2],stores,Women's Fashion,https://m.media-amazon.com/images/I/41-ZaHuqk5L._AC_UL320_.jpg,https://www.amazon.in/IndiWeaves%C2%AE-Womens-Fleece-Printed-Winters/dp/B0BC3ZGYK1/ref=sr_1_4523?qid=1679212193&s=apparel&sr=1-4523,,,"₹1,549","₹1,599"
SWADESI STUFF Black Dial Round Shape Stainless Steel Strap Analog Cute Love Couple Watch for Men and Women - Combo of 2,stores,Women's Fashion,https://m.media-amazon.com/images/I/81l1qHs5eOL._AC_UL320_.jpg,https://www.amazon.in/Swadesi-Stuff-Stainless-Analog-Couple/dp/B09D9P3B75/ref=sr_1_4524?qid=1679212193&s=apparel&sr=1-4524,3.6,51,₹339,"₹1,599"
Fantosy Messenger Bag,stores,Women's Fashion,https://m.media-amazon.com/images/I/71Qi93INiqL._AC_UL320_.jpg,https://www.amazon.in/fantosy-Polyester-Black-Cross-Body-Unisex/dp/B078ZBRD4M/ref=sr_1_4525?qid=1679212193&s=apparel&sr=1-4525,3.9,781,₹499,"₹1,599"
Ronzgin Women's Regular Fit Palazzo,stores,Women's Fashion,https://m.media-amazon.com/images/I/515Am518tFL._AC_UL320_.jpg,https://www.amazon.in/BOUTIQUE-Lucknow-Chicken-Embroidred-Palazzo/dp/B07BW8JD6Z/ref=sr_1_4526?qid=1679212193&s=apparel&sr=1-4526,3.6,492,₹389,₹999
AFJ GOLD 1 Gram Micro Gold Plated Traditional Designer Ruby Emerald AD Stone Mugappu Chain for Women and Girls,stores,Women's Fashion,https://m.media-amazon.com/images/I/61YAEF0k29L._AC_UL320_.jpg,https://www.amazon.in/AFJ-GOLD-Traditional-Designer-Emerald/dp/B07S8BZL3Y/ref=sr_1_4527?qid=1679212193&s=apparel&sr=1-4527,4.1,44,₹490,"₹3,280"
Vendoz Women and Girls Latest Collection Stylish White Casual Shoes Sneakers,stores,Women's Fashion,https://m.media-amazon.com/images/I/61DEiK9k1tL._AC_UL320_.jpg,https://www.amazon.in/Vendoz-Latest-Collection-Casual-Sneakers/dp/B085M79T51/ref=sr_1_4528?qid=1679212193&s=apparel&sr=1-4528,3.9,"1,783",₹498,₹999
Hush Puppies womens Allecia Thong Slippers,stores,Women's Fashion,https://m.media-amazon.com/images/I/71VdyuQMbwL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-Allecia-Slippers-4-5748955/dp/B07SSCCXLW/ref=sr_1_4529?qid=1679212193&s=apparel&sr=1-4529,4.2,423,₹993,"₹2,499"
Sidhidata Women's Sequence Work Georgette Saree With Blouse Piece (Parineeti Sequence),stores,Women's Fashion,https://m.media-amazon.com/images/I/61k0CwVvspL._AC_UL320_.jpg,https://www.amazon.in/Sidhidata-Sequence-Georgette-Parineeti-Black_Black_Free/dp/B0B889NVJW/ref=sr_1_4530?qid=1679212193&s=apparel&sr=1-4530,3.3,71,₹999,"₹2,999"
ENDEAVOUR Attractive Analogue Quartz Movement Multicolour Dial Watch for Girls and Women Combo of 3,stores,Women's Fashion,https://m.media-amazon.com/images/I/51l28C6qvYL._AC_UL320_.jpg,https://www.amazon.in/Endeavour-Attractive-Analogue-Movement-Multicolour/dp/B07SCR7XN9/ref=sr_1_4531?qid=1679212193&s=apparel&sr=1-4531,3.8,34,₹389,"₹1,599"
ARMODA Girls College Shoulder Bag,stores,Women's Fashion,https://m.media-amazon.com/images/I/71gdc+lMOoL._AC_UL320_.jpg,https://www.amazon.in/ARMODA-Girls-College-Shoulder-Grey/dp/B08W22QCVG/ref=sr_1_4532?qid=1679212193&s=apparel&sr=1-4532,4.1,167,₹749,"₹2,499"
Via Mazzini Surgical Steel 8mm No Rusting Pack Of 3 Pcs Clip-On Non-Pierced Nose Ring For Women And Girls (NR0148) 3 Pcs,stores,Women's Fashion,https://m.media-amazon.com/images/I/51p1EFQMuWL._AC_UL320_.jpg,https://www.amazon.in/Via-Mazzini-Surgical-Rusting-Non-Pierced/dp/B08N4D4WXS/ref=sr_1_4533?qid=1679212193&s=apparel&sr=1-4533,3.7,50,₹371,₹999
ZAVERI PEARLS Sparkling CZ Diamond with Leafy Design Necklace Set For Women - ZPFK5425,stores,Women's Fashion,https://m.media-amazon.com/images/I/51eaPG9vr4L._AC_UL320_.jpg,https://www.amazon.in/Zaveri-Pearls-Necklace-Golden-ZPFK5425/dp/B01N0EM94F/ref=sr_1_4534?qid=1679212193&s=apparel&sr=1-4534,4.1,"1,765",₹498,"₹2,490"
KAYU™ Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 4],stores,Women's Fashion,https://m.media-amazon.com/images/I/518KuB9w7+L._AC_UL320_.jpg,https://www.amazon.in/KAYUTM-Womens-Fleece-Printed-Winters/dp/B0BC3ZGXPD/ref=sr_1_4535?qid=1679212193&s=apparel&sr=1-4535,,,"₹2,399","₹2,499"
ANNI DESIGNER Women's Raniyal Georgette Saree With Blouse Piece,stores,Women's Fashion,https://m.media-amazon.com/images/I/61oUlL8iD2L._AC_UL320_.jpg,https://www.amazon.in/ANNI-DESIGNER-Georgette-Black-Gerog_Black_Free/dp/B07H71G1D7/ref=sr_1_4536?qid=1679212193&s=apparel&sr=1-4536,3.3,"6,115",₹269,"₹2,499"
Joker and Witch Ella White Dial Rosegold & Silver Watch for Women,stores,Women's Fashion,https://m.media-amazon.com/images/I/61oI8NJSX0L._AC_UL320_.jpg,https://www.amazon.in/Joker-Witch-White-Rosegold-Silver/dp/B08WPJR1X1/ref=sr_1_4537?qid=1679212193&s=apparel&sr=1-4537,4.8,9,₹949,"₹3,799"
ASIAN Eco-Friendly Jute Bag-Reusable Tiffin Shopping Grocery Multipurpose Hand Bag with Zip & Handle for Men and Women (Pa...,stores,Women's Fashion,https://m.media-amazon.com/images/I/81fI0G7MibL._AC_UL320_.jpg,https://www.amazon.in/ASIAN-Eco-Friendly-Bag-Reusable-Multipurpose-Multicolor/dp/B0BDVHWK16/ref=sr_1_4538?qid=1679212193&s=apparel&sr=1-4538,3.7,130,₹204,₹499
Brado Jewellery Traditional Necklace Pendant Gold Plated Hand Meena 30inch Long and 18inch short 2 Inch Earring Combo Of 2...,stores,Women's Fashion,https://m.media-amazon.com/images/I/81GtIt+8J8S._AC_UL320_.jpg,https://www.amazon.in/Brado-Jewellery-Traditional-Mangalsutra-nallapusalu/dp/B092TFPP56/ref=sr_1_4539?qid=1679212193&s=apparel&sr=1-4539,3.6,289,₹199,₹999
Fossil Analog Rose Gold Dial Women's Watch-CE1112,stores,Women's Fashion,https://m.media-amazon.com/images/I/51Yb6SCrKCL._AC_UL320_.jpg,https://www.amazon.in/Fossil-Stella-Analog-Womens-Watch-CE1112/dp/B09DGQ2WGB/ref=sr_1_4540?qid=1679212193&s=apparel&sr=1-4540,4.6,4,"₹16,995","₹19,995"
Koel by Lavie Women's Dane Sling Bag (Beige),stores,Women's Fashion,https://m.media-amazon.com/images/I/81WruNB76PL._AC_UL320_.jpg,https://www.amazon.in/Koel-Lavie-Womens-Sling-Beige/dp/B0B9866GM4/ref=sr_1_4541?qid=1679212193&s=apparel&sr=1-4541,4.2,10,₹899,"₹3,999"
GIVA 925 Sterling Silver Love Like A Butterfly Ear Stud| Ear Stud to Gift Women & Girls | With Certificate of Authenticity...,stores,Women's Fashion,https://m.media-amazon.com/images/I/61jD2aceo+L._AC_UL320_.jpg,https://www.amazon.in/GIVA-Sterling-Butterfly-Certificate-Authenticity/dp/B0BBW4N3YS/ref=sr_1_4542?qid=1679212193&s=apparel&sr=1-4542,3.8,23,₹949,"₹1,998"
BATA womens Galaxy Slipper,stores,Women's Fashion,https://m.media-amazon.com/images/I/71Tl11ddMKL._AC_UL320_.jpg,https://www.amazon.in/BATA-Womens-Galaxy-Slippers-6-5718223/dp/B07X3B4MG7/ref=sr_1_4543?qid=1679212193&s=apparel&sr=1-4543,4.1,"1,734",₹552,₹799
KIARVI GALLERY Analogue Girls Watch (Black Dial Colored Strap),stores,Women's Fashion,https://m.media-amazon.com/images/I/71+pO+V7kZL._AC_UL320_.jpg,https://www.amazon.in/KIARVI-GALLERY-Magnetic-Analogue-Womens/dp/B08SDZRJFD/ref=sr_1_4544?qid=1679212193&s=apparel&sr=1-4544,3.6,88,₹239,₹999
KAYU™ Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 3],stores,Women's Fashion,https://m.media-amazon.com/images/I/51I6yNWePaL._AC_UL320_.jpg,https://www.amazon.in/KAYUTM-Womens-Fleece-Printed-Winters/dp/B0BC3ZG69B/ref=sr_1_4545?qid=1679212193&s=apparel&sr=1-4545,,,"₹2,049","₹2,099"
EXOTIC New Printed COMBO Hand Bag,stores,Women's Fashion,https://m.media-amazon.com/images/I/71tVjtNK-LL._AC_UL320_.jpg,https://www.amazon.in/New-Printed-COMBO-Hand-PEACH/dp/B09FFD1ZWB/ref=sr_1_4546?qid=1679212193&s=apparel&sr=1-4546,4.3,46,"₹1,449","₹2,799"
Sasitrends Traditional Tops Gold Plated Ethnic Floral Designer Studs Earrings for Women and Girls-Large Size (3X3),stores,Women's Fashion,https://m.media-amazon.com/images/I/81JDMtSjnlL._AC_UL320_.jpg,https://www.amazon.in/Sasitrends-Traditional-Designer-Earrings-Girls-Big/dp/B0B1S9BKBJ/ref=sr_1_4547?qid=1679212193&s=apparel&sr=1-4547,4.0,34,₹499,"₹2,976"
Hitarth Fashion Women's Trending Pure Cotton Hakoba Blouse With V Nack & Puff Sleeve,stores,Women's Fashion,https://m.media-amazon.com/images/I/617SNhzRmZL._AC_UL320_.jpg,https://www.amazon.in/Hitarth-Fashion-Womens-Cotton-SFB165_W_FREE_White_Free/dp/B0B697S9T4/ref=sr_1_4548?qid=1679212193&s=apparel&sr=1-4548,3.5,136,₹649,"₹1,299"
ANTOX Unveils Ideal Stylish Girl's Casual Shoes Newest Collection and Comfortable Sneakers for Women,stores,Women's Fashion,https://m.media-amazon.com/images/I/51uR51tRCcL._AC_UL320_.jpg,https://www.amazon.in/ANTOX-Collection-Comfortable-Sneakers-White-41/dp/B0BLZ96YPH/ref=sr_1_4549?qid=1679212193&s=apparel&sr=1-4549,4.0,7,₹499,"₹1,099"
Women's Cotton Padded Wire Free Nursing Bra,stores,Women's Fashion,https://m.media-amazon.com/images/I/71iJPAn9ZbL._AC_UL320_.jpg,https://www.amazon.in/Womens-Feeding-Maternity-Nursing-Multicolor/dp/B08ZJQF9JX/ref=sr_1_4550?qid=1679212193&s=apparel&sr=1-4550,3.4,116,₹249,₹599
EDINARO Analogue Women's Watch (Dial Colored Strap),stores,Women's Fashion,https://m.media-amazon.com/images/I/81IuCw1y+KL._AC_UL320_.jpg,https://www.amazon.in/EDINARO-Round-Studded-Bracelet-Analogue/dp/B09RWZDWP6/ref=sr_1_4551?qid=1679212193&s=apparel&sr=1-4551,3.5,13,₹499,"₹1,499"
Nelle Harper Women Handbag,stores,Women's Fashion,https://m.media-amazon.com/images/I/91Co-qMi7JL._AC_UL320_.jpg,https://www.amazon.in/Nelle-Harper-Womens-Handbag-Black/dp/B07NQMVJ9B/ref=sr_1_4552?qid=1679212193&s=apparel&sr=1-4552,3.6,979,₹599,"₹2,699"
Bangalore Refinery 999 Purity Silver Bar 20 Gram,stores,Women's Fashion,https://m.media-amazon.com/images/I/61tjjflaH3L._AC_UL320_.jpg,https://www.amazon.in/Bangalore-Refinery-Purity-Silver-Gram/dp/B0188QRY9W/ref=sr_1_4553?qid=1679212193&s=apparel&sr=1-4553,4.4,575,"₹1,704","₹2,200"
TDOC Women's Pure Cotton Casual Oversized Round Neck Drop Shoulder A Girl with Cup of Coffee Printed Tshirt.,stores,Women's Fashion,https://m.media-amazon.com/images/I/41bZvOx2wGL._AC_UL320_.jpg,https://www.amazon.in/TDOC-Oversized-Shoulder-Printed-Lavender/dp/B0BTDJDNFM/ref=sr_1_4554?qid=1679212193&s=apparel&sr=1-4554,4.5,2,₹329,₹799
Footrendz Women's Rsnch-3152 Footwear,stores,Women's Fashion,https://m.media-amazon.com/images/I/71wt1fopVVL._AC_UL320_.jpg,https://www.amazon.in/Footrendz-Womenss-Attractive-Knitted-Leather/dp/B01B9I6596/ref=sr_1_4555?qid=1679212193&s=apparel&sr=1-4555,3.5,910,₹279,₹499
Droposale Women Sports Bra Non-Wired Monofilament elastic ( cotton yarn mono yarn rubber ) Padded,stores,Women's Fashion,https://m.media-amazon.com/images/I/81DE-+LaR-L._AC_UL320_.jpg,https://www.amazon.in/Droposale-High-Impact-Adjustable-Stabilizer-Breathable/dp/B08V8VBXMB/ref=sr_1_4556?qid=1679212193&s=apparel&sr=1-4556,3.8,269,₹399,₹799
KAYU™ Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 4],stores,Women's Fashion,https://m.media-amazon.com/images/I/51JHDnLVKcL._AC_UL320_.jpg,https://www.amazon.in/KAYUTM-Womens-Fleece-Printed-Winters/dp/B0BC3ZF3LM/ref=sr_1_4557?qid=1679212193&s=apparel&sr=1-4557,,,"₹2,399","₹2,499"
Isle Locada by Hidesign Women's TOTE BAG(EMERALD/EMERALD),stores,Women's Fashion,https://m.media-amazon.com/images/I/81OBjQYwRiL._AC_UL320_.jpg,https://www.amazon.in/Isle-Locada-Hidesign-Womens-Handbag/dp/B07T12J3SC/ref=sr_1_4558?qid=1679212193&s=apparel&sr=1-4558,4.1,93,"₹2,515.82","₹6,995"
YouBella Fashion Jewellery Gold Plated Ear rings Combo of Earrings for Girls and Women,stores,Women's Fashion,https://m.media-amazon.com/images/I/61Jgl6Iq-SL._AC_UL320_.jpg,https://www.amazon.in/YouBella-Fashion-Jewellery-Plated-Earrings/dp/B0B553GVQZ/ref=sr_1_4559?qid=1679212193&s=apparel&sr=1-4559,3.8,17,₹314,"₹1,599"
Hannah White Marble Dial Grey Watch,stores,Women's Fashion,https://m.media-amazon.com/images/I/61oGZ+CQcwL._AC_UL320_.jpg,https://www.amazon.in/Joker-Witch-Hannah-White-Marble/dp/B086GRSCXC/ref=sr_1_4560?qid=1679212193&s=apparel&sr=1-4560,4.2,15,₹799,"₹3,199"
Lapis O Lupo Women Fashion Vagan Leather Handbags Top Handle Purse With Sling,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71dOkiM-wdL._AC_UL320_.jpg,https://www.amazon.in/Lapis-Lupo-Navajo-White-Handbag/dp/B0793VB38P/ref=sr_1_4993?qid=1679212197&s=apparel&sr=1-4993,4.0,906,₹899,"₹2,199"
KAYU™ Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 1],stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41cNosPhg1L._AC_UL320_.jpg,https://www.amazon.in/KAYUTM-Womens-Fleece-Printed-Winters/dp/B0BC3YRTDF/ref=sr_1_4994?qid=1679212197&s=apparel&sr=1-4994,,,₹949,₹999
PUKHYA Women's Cotton Printed Co-Ord Set,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71C7o8vlsaL._AC_UL320_.jpg,https://www.amazon.in/PUKHYA-Cotton-Womens-Printed-Trouser/dp/B09YRLH4VZ/ref=sr_1_4995?qid=1679212197&s=apparel&sr=1-4995,3.8,30,₹989,"₹5,999"
Yellow Chimes Earrings for Women & Girls | Traditional Silver Oxidised Chandbali | German Silver Tribal Muse Collection | ...,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71Jam+BY2kL._AC_UL320_.jpg,https://www.amazon.in/Yellow-Chimes-Traditional-Earrings-YCFJER-839CHNDBL-SL/dp/B078MGMVXV/ref=sr_1_4996?qid=1679212197&s=apparel&sr=1-4996,3.8,747,₹219,₹999
"Earth Step Women's ES-COKO Casual Outdoor,Indoor,Walking Flipflops Slippers/Sliders/Slides for Girls/ladies",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81ATzx7KC2L._AC_UL320_.jpg,https://www.amazon.in/Earth-Step-Sliders-Slippers-Outdoors/dp/B08Z4CNKW3/ref=sr_1_4997?qid=1679212197&s=apparel&sr=1-4997,3.7,506,₹264,₹999
DENIM UNCLE Ponycap Messy High Bun Ponytail Adjustable Mesh Trucker Baseball Cap,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61og8A1FYNL._AC_UL320_.jpg,https://www.amazon.in/DENIM-UNCLE-Ponytail-Adjustable-Baseball/dp/B0BPYJ5F7F/ref=sr_1_4998?qid=1679212197&s=apparel&sr=1-4998,5.0,1,₹299,"₹1,299"
Chumbak Teal If Not Now Women's Wrist Watch - Blue,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61DkCzblYeL._AC_UL320_.jpg,https://www.amazon.in/Chumbak-Printed-Analogue-Womens-Wrist/dp/B07HKGKDZM/ref=sr_1_4999?qid=1679212197&s=apparel&sr=1-4999,4.2,47,"₹1,247","₹2,495"
The Top Knott Luxury White Pearl Purses Shoulder Bag for Women Pearl Bag Crossbody Beaded Clutch Evening Bag (White Set1),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ynGnOCObL._AC_UL320_.jpg,https://www.amazon.in/Luxury-Purses-Shoulder-Crossbody-Evening/dp/B09W9VQ266/ref=sr_1_5000?qid=1679212197&s=apparel&sr=1-5000,4.0,24,₹499,₹799
"PLUMBURY Women's Seamless Strapless Crop Top Tube Top Inner Camisole, Free Size",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/61ETdktfh2L._AC_UL320_.jpg,https://www.amazon.in/PLUMBURY%C2%AE-Womens-Seamless-Strapless-Camisole/dp/B08C7X1WZL/ref=sr_1_5001?qid=1679212197&s=apparel&sr=1-5001,3.8,243,₹254,₹599
Voylla Rangabati Pink Beads Disc Earrings For Women's & Girl's,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71f5C62LejS._AC_UL320_.jpg,https://www.amazon.in/Voylla-Earrings-Women-Silver-8907617887753/dp/B07K28PNZJ/ref=sr_1_5002?qid=1679212197&s=apparel&sr=1-5002,3.8,158,₹190,₹449
Hush Puppies Womens Allina E Slipper,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71CiGM6LiYL._AC_UL320_.jpg,https://www.amazon.in/Hush-Puppies-womens-ALLINA-Slipper/dp/B0BFF4LQTZ/ref=sr_1_5003?qid=1679212197&s=apparel&sr=1-5003,4.3,7,₹615,₹949
CEE 18 Women's Cotton Rayon A-Line Maternity Feeding Kurti with Zippers (10005),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/812GAY9z-YL._AC_UL320_.jpg,https://www.amazon.in/Cee-18-Nursing-Maternity-Feeding-10005_40/dp/B07K6JYGHN/ref=sr_1_5004?qid=1679212197&s=apparel&sr=1-5004,4.0,"2,448",₹765,"₹1,995"
KAYU™ Womens Fleece Warm Neck Printed Kurtis for Winters [Pack of 3],stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51ryBuMuyqL._AC_UL320_.jpg,https://www.amazon.in/KAYUTM-Womens-Fleece-Printed-Winters/dp/B0BC3YRFT9/ref=sr_1_5005?qid=1679212197&s=apparel&sr=1-5005,,,"₹2,049","₹2,099"
"CURATED CART Camisole For Women Clip-On Mock Lace Camisome, Camisecret For Tops, Spaghetti Dress Inner Wear Cami Secret, A...",stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51U-efgLX4L._AC_UL320_.jpg,https://www.amazon.in/Curated-Womens-Cotton-Camisole-Multicolour/dp/B08QW9MSXB/ref=sr_1_5006?qid=1679212197&s=apparel&sr=1-5006,3.9,43,₹289,₹899
Fastrack Unisex 41.2 x 47.6 x 8.6 mm Topicals 2.0 Pink Dial Silicone Analog Watch,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/41kowA98k0L._AC_UL320_.jpg,https://www.amazon.in/Fastrack-Unisex-Topicals-Silicone-Analog/dp/B0BD92RTYD/ref=sr_1_5007?qid=1679212197&s=apparel&sr=1-5007,5.0,1,,"₹1,995"
Trend Overseas Women's Clutch (Handle_Silver_10077_Silver),stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/91CDaJ5BGvL._AC_UL320_.jpg,https://www.amazon.in/Trend-Overseas-Womens-Indian-Clutch/dp/B07PG2ZC24/ref=sr_1_5008?qid=1679212197&s=apparel&sr=1-5008,4.4,56,"₹1,899","₹1,999"
YouBella Jewellery Traditional Gold Plated Bracelet Bangles Set for Girls and Women,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81gzdjjLlEL._AC_UL320_.jpg,https://www.amazon.in/Youbella-Gold-Plated-Bangle-Women/dp/B079FTLQ15/ref=sr_1_5009?qid=1679212197&s=apparel&sr=1-5009,4.2,"1,908",₹375,"₹1,999"
Womensky Antique Traditional Kundan Pearls Stone Gold Plated Payal/Anklet for Women and Girls,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71+5j5EIZiL._AC_UL320_.jpg,https://www.amazon.in/Womensky-Antique-Traditional-Kundan-Pattilu/dp/B07FDH4VS5/ref=sr_1_5010?qid=1679212197&s=apparel&sr=1-5010,4.1,432,₹376,"₹1,999"
Hejabiya Unisex Cotton Lace/Net Hijab Cap Combo Set of 3 | Free Size,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/81rB6S0Cy0L._AC_UL320_.jpg,https://www.amazon.in/Hejabiya-Unisex-Cotton-Hijab-Combo/dp/B07H1V51XJ/ref=sr_1_5011?qid=1679212197&s=apparel&sr=1-5011,3.8,235,₹194,"₹1,200"
Sonata Onyx Analog Black Dial Women's Watch-NN8164KM01/NP8164KM01,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71QqMNZN-3L._AC_UL320_.jpg,https://www.amazon.in/Sonata-Analog-Black-Womens-Watch-8164KM01/dp/B08483SZWJ/ref=sr_1_5012?qid=1679212197&s=apparel&sr=1-5012,4.4,123,,"₹2,125"
Vogue Wedding Party Bridal Fancy Hair Clip Headband Hair Accessories Wedding Tiara,stores,Women's Fashion,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51g58FfkG4L._AC_UL320_.jpg,https://www.amazon.in/Vogue-Bridal-Hair-Headband-Accessories/dp/B083JHL7CL/ref=sr_1_5013?qid=1679212197&s=apparel&sr=1-5013,4.0,466,₹312,₹999
